area,perimeter,aspect_ratio,h_mean,s_mean,v_mean,h_std,s_std,v_std,label
1542014.0,9302.9775390625,1.7777777910232544,19.536537170410156,58.29341506958008,113.27428436279297,9.194129943847656,52.177364349365234,61.369773864746094,0
1598976.5,9705.5625,1.7777777910232544,19.692935943603516,57.7645263671875,111.32151794433594,9.009626388549805,50.175018310546875,62.06052780151367,0
285893.5,4748.53955078125,1.0832138061523438,102.97175598144531,105.10040283203125,204.49278259277344,78.2326889038086,91.39266967773438,41.498069763183594,0
1220271.5,28066.18359375,1.6138888597488403,18.052173614501953,90.79434967041016,163.03842163085938,20.037551879882812,57.762332916259766,42.64585876464844,0
775126.5,19580.09375,1.3444443941116333,26.932701110839844,99.80760192871094,151.18206787109375,33.590274810791016,60.02784729003906,43.90448760986328,0
332401.5,5211.7353515625,1.2281205654144287,34.138858795166016,123.42085266113281,178.73983764648438,43.334171295166016,78.48721313476562,44.761474609375,0
1959074.0,14135.37109375,0.45192307233810425,32.88438034057617,121.77664947509766,151.19017028808594,39.30235290527344,40.26963424682617,72.98468017578125,0
1606648.0,9734.658203125,1.7777777910232544,19.51314353942871,57.65517044067383,112.47160339355469,8.624848365783691,48.587059020996094,60.17158508300781,0
2938105.5,29978.42578125,0.47179487347602844,67.53824615478516,153.02084350585938,141.52992248535156,78.13138580322266,40.18709182739258,60.53754425048828,0
5885225.0,38169.86328125,1.0,39.747596740722656,112.8740005493164,130.88504028320312,52.92325210571289,39.859954833984375,67.0881576538086,0
1579762.0,10516.3095703125,1.7777777910232544,20.84143829345703,65.61924743652344,114.74834442138672,8.863870620727539,52.7333869934082,62.1692008972168,0
3047970.0,23166.955078125,0.8179486989974976,33.041954040527344,151.939453125,145.5981903076172,38.69381332397461,52.95628356933594,70.38104248046875,0
510041.5,4990.7890625,1.7777777910232544,27.977550506591797,95.3741683959961,183.42701721191406,31.36863136291504,72.39112091064453,46.78982925415039,0
1224055.5,35487.30078125,1.7777777910232544,16.430017471313477,87.32968139648438,165.0849609375,18.291154861450195,54.4243278503418,39.30522537231445,0
2768144.0,26335.111328125,1.0,29.922260284423828,128.0304718017578,163.3603057861328,48.503028869628906,41.26985549926758,61.47483825683594,0
861182.0,23423.53515625,1.3962962627410889,15.866253852844238,96.66149139404297,165.5759735107422,19.682727813720703,55.134063720703125,45.793949127197266,0
1599242.0,11003.583984375,1.7777777910232544,20.61166763305664,67.19124603271484,110.08675384521484,10.369928359985352,58.00644302368164,64.92591857910156,0
7060100.5,26898.28515625,1.0199412107467651,52.15007019042969,112.6906509399414,150.01531982421875,64.67498016357422,62.93099594116211,45.73383712768555,0
368778.5,4341.81884765625,1.1018130779266357,48.597633361816406,135.66159057617188,189.91831970214844,61.319366455078125,76.20500183105469,39.67725372314453,0
301806.5,5732.21044921875,2.3925232887268066,26.683351516723633,114.78601837158203,157.4814910888672,21.30052947998047,78.54485321044922,52.921016693115234,0
1493922.5,9841.798828125,1.7777777910232544,19.572521209716797,64.84748840332031,117.8998794555664,7.428799629211426,57.078739166259766,60.43631362915039,0
506815.0,11779.7490234375,1.6167175769805908,24.012020111083984,92.63772583007812,162.5968017578125,27.835872650146484,57.526588439941406,38.48056411743164,0
527584.0,7308.712890625,1.7777777910232544,90.05911254882812,82.4407730102539,174.56179809570312,66.34642791748047,82.0038070678711,54.643550872802734,0
5216411.0,36670.57421875,1.0,14.158742904663086,143.72467041015625,146.8648223876953,26.06019401550293,42.76753616333008,59.278175354003906,0
1507229.5,8000.328125,1.7777777910232544,20.925975799560547,59.38520431518555,113.98526000976562,9.993400573730469,58.77132034301758,55.650482177734375,0
1615920.5,11100.306640625,1.7777777910232544,20.32930564880371,58.5787467956543,114.14392852783203,9.591320991516113,55.48030471801758,57.24407958984375,0
3278192.0,29447.716796875,0.5814102292060852,22.453927993774414,147.82534790039062,129.68702697753906,29.394479751586914,42.326690673828125,62.41451644897461,0
229440.0,4300.13037109375,1.8305084705352783,26.421361923217773,139.76510620117188,175.7266082763672,34.38669967651367,69.40995788574219,49.27734375,0
791662.5,14120.8203125,1.4648147821426392,26.119770050048828,96.67101287841797,159.226318359375,32.650142669677734,60.245750427246094,39.66366195678711,0
829267.5,22740.37109375,1.434259295463562,27.826425552368164,97.38075256347656,158.657958984375,36.72428894042969,57.25501251220703,44.95002365112305,0
2424470.0,19452.5703125,0.4634615480899811,37.35670471191406,135.8558349609375,129.54989624023438,46.120765686035156,42.48627853393555,67.97896575927734,0
2370140.0,17158.658203125,0.5,12.146642684936523,135.11337280273438,138.41758728027344,17.99941062927246,39.88028335571289,66.10298156738281,0
910030.5,19993.857421875,1.4888888597488403,22.690763473510742,94.63751220703125,159.89297485351562,24.981395721435547,62.96897506713867,38.07114028930664,0
1232988.0,30146.228515625,1.5703703165054321,17.490463256835938,91.51329803466797,164.75425720214844,17.323673248291016,60.39845275878906,40.908138275146484,0
1488061.5,9647.302734375,1.7777777910232544,20.47735595703125,64.07444763183594,108.98872375488281,9.413235664367676,57.66465377807617,64.2665786743164,0
4095939.5,43929.984375,1.0,15.110193252563477,126.43940734863281,140.03375244140625,21.33477783203125,40.96778106689453,63.01588439941406,0
